x_axis,y_axis
-100.0,1.3555094682336357
-99.97999799979998,1.3555094682337667
-99.95999599959995,1.355509468233898
-99.93999399939995,1.35550946823403
-99.91999199919992,1.3555094682341624
-99.8999899989999,1.3555094682342959
-99.87998799879988,1.3555094682344297
-99.85998599859985,1.3555094682345645
-99.83998399839984,1.3555094682347
-99.81998199819982,1.3555094682348363
-99.7999799979998,1.3555094682349733
-99.77997799779978,1.3555094682351105
-99.75997599759975,1.3555094682352489
-99.73997399739974,1.355509468235388
-99.71997199719972,1.3555094682355278
-99.6999699969997,1.3555094682356683
-99.67996799679968,1.3555094682358093
-99.65996599659967,1.3555094682359514
-99.63996399639964,1.3555094682360938
-99.61996199619962,1.3555094682362374
-99.5999599959996,1.3555094682363813
-99.57995799579957,1.3555094682365263
-99.55995599559957,1.355509468236672
-99.53995399539954,1.3555094682368183
-99.51995199519952,1.355509468236965
-99.4999499949995,1.3555094682371132
-99.47994799479947,1.355509468237262
-99.45994599459947,1.3555094682374116
-99.43994399439944,1.3555094682375617
-99.41994199419942,1.3555094682377125
-99.3999399939994,1.3555094682378643
-99.37993799379937,1.3555094682380169
-99.35993599359936,1.35550946823817
-99.33993399339934,1.3555094682383244
-99.31993199319932,1.3555094682384794
-99.2999299929993,1.355509468238635
-99.27992799279929,1.3555094682387911
-99.25992599259926,1.355509468238949
-99.23992399239924,1.355509468239107
-99.21992199219922,1.3555094682392659
-99.1999199919992,1.3555094682394253
-99.17991799179919,1.3555094682395863
-99.15991599159916,1.3555094682397477
-99.13991399139914,1.35550946823991
-99.11991199119912,1.3555094682400732
-99.0999099909991,1.355509468240237
-99.07990799079909,1.3555094682404019
-99.05990599059906,1.3555094682405677
-99.03990399039904,1.355509468240734
-99.01990199019902,1.3555094682409015
-98.999899989999,1.3555094682410695
-98.97989798979899,1.3555094682412387
-98.95989598959896,1.3555094682414088
-98.93989398939894,1.3555094682415796
-98.91989198919892,1.3555094682417514
-98.8998899889989,1.3555094682419242
-98.87988798879888,1.3555094682420976
-98.85988598859886,1.3555094682422721
-98.83988398839884,1.3555094682424473
-98.81988198819882,1.3555094682426236
-98.79987998799879,1.355509468242801
-98.77987798779878,1.3555094682429791
-98.75987598759876,1.3555094682431579
-98.73987398739874,1.355509468243338
-98.71987198719872,1.3555094682435187
-98.6998699869987,1.3555094682437006
-98.67986798679868,1.3555094682438835
-98.65986598659866,1.3555094682440672
-98.63986398639864,1.355509468244252
-98.61986198619861,1.3555094682444373
-98.5998599859986,1.355509468244624
-98.57985798579858,1.3555094682448114
-98.55985598559856,1.3555094682450002
-98.53985398539854,1.3555094682451896
-98.51985198519851,1.35550946824538
-98.4998499849985,1.3555094682455713
-98.47984798479848,1.3555094682457638
-98.45984598459846,1.3555094682459574
-98.43984398439844,1.3555094682461521
-98.41984198419841,1.3555094682463475
-98.3998399839984,1.3555094682465436
-98.37983798379838,1.3555094682467415
-98.35983598359836,1.3555094682469397
-98.33983398339834,1.3555094682471396
-98.31983198319833,1.35550946824734
-98.2998299829983,1.3555094682475415
-98.27982798279828,1.355509468247744
-98.25982598259826,1.3555094682479476
-98.23982398239824,1.3555094682481523
-98.21982198219823,1.355509468248358
-98.1998199819982,1.355509468248565
-98.17981798179818,1.3555094682487732
-98.15981598159816,1.3555094682489819
-98.13981398139813,1.3555094682491922
