Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
263.0	56.5	1001.0	0.00099902	169.3	174.95	0.89824	0.9311	2.1876	667.51	0.014617	0.00012557	0.12544	liquid
263.0	59.75	1002.7	0.00099732	168.89	174.85	0.89662	0.93108	2.1774	671.37	0.01393	0.00012624	0.12587	liquid
263.0	63.0	1004.4	0.00099566	168.48	174.75	0.89502	0.93107	2.1676	675.16	0.013264	0.00012689	0.12629	liquid
263.0	66.25	1006.0	0.00099403	168.07	174.66	0.89345	0.93109	2.1582	678.89	0.012619	0.00012754	0.12672	liquid
263.0	69.5	1007.6	0.00099243	167.68	174.57	0.89189	0.93112	2.149	682.55	0.011992	0.00012819	0.12714	liquid
263.0	72.75	1009.2	0.00099086	167.28	174.49	0.89036	0.93117	2.1401	686.16	0.011383	0.00012883	0.12755	liquid
263.0	76.0	1010.8	0.00098932	166.9	174.41	0.88884	0.93122	2.1316	689.71	0.010791	0.00012946	0.12796	liquid
263.0	79.25	1012.4	0.0009878	166.51	174.34	0.88734	0.93129	2.1233	693.2	0.010216	0.00013009	0.12836	liquid
263.0	82.5	1013.9	0.00098631	166.14	174.27	0.88586	0.93137	2.1152	696.65	0.0096552	0.00013072	0.12877	liquid
263.0	85.75	1015.4	0.00098484	165.76	174.21	0.8844	0.93146	2.1074	700.05	0.0091095	0.00013134	0.12916	liquid
263.0	89.0	1016.9	0.0009834	165.4	174.15	0.88295	0.93156	2.0999	703.4	0.0085778	0.00013196	0.12956	liquid
263.0	92.25	1018.4	0.00098197	165.03	174.09	0.88152	0.93166	2.0925	706.71	0.0080595	0.00013257	0.12995	liquid
263.0	95.5	1019.8	0.00098058	164.67	174.04	0.88011	0.93177	2.0854	709.98	0.007554	0.00013318	0.13034	liquid
263.0	98.75	1021.2	0.0009792	164.32	173.99	0.87871	0.93189	2.0785	713.21	0.0070608	0.00013378	0.13072	liquid
263.0	102.0	1022.7	0.00097784	163.97	173.94	0.87733	0.93201	2.0717	716.4	0.0065793	0.00013438	0.1311	liquid
263.0	105.25	1024.1	0.00097651	163.62	173.9	0.87596	0.93214	2.0652	719.55	0.0061091	0.00013498	0.13148	liquid
263.0	108.5	1025.4	0.00097519	163.28	173.86	0.8746	0.93227	2.0588	722.67	0.0056497	0.00013557	0.13185	liquid
263.0	111.75	1026.8	0.00097389	162.94	173.83	0.87326	0.93241	2.0525	725.75	0.0052008	0.00013616	0.13223	liquid
263.0	115.0	1028.2	0.00097261	162.61	173.79	0.87193	0.93255	2.0465	728.8	0.0047618	0.00013674	0.13259	liquid
263.0	118.25	1029.5	0.00097135	162.28	173.76	0.87061	0.93269	2.0406	731.81	0.0043325	0.00013733	0.13296	liquid
263.0	121.5	1030.8	0.00097011	161.95	173.73	0.86931	0.93283	2.0348	734.8	0.0039125	0.0001379	0.13332	liquid
263.0	124.75	1032.1	0.00096888	161.62	173.71	0.86802	0.93298	2.0292	737.75	0.0035014	0.00013848	0.13368	liquid
263.0	128.0	1033.4	0.00096767	161.3	173.69	0.86674	0.93313	2.0237	740.68	0.003099	0.00013905	0.13404	liquid
263.0	131.25	1034.7	0.00096647	160.98	173.67	0.86547	0.93328	2.0183	743.57	0.0027049	0.00013962	0.1344	liquid
263.0	134.5	1036.0	0.0009653	160.67	173.65	0.86422	0.93344	2.0131	746.44	0.0023188	0.00014019	0.13475	liquid
263.0	137.75	1037.2	0.00096413	160.36	173.64	0.86297	0.93359	2.008	749.29	0.0019406	0.00014075	0.1351	liquid
263.0	141.0	1038.4	0.00096298	160.05	173.63	0.86174	0.93375	2.003	752.1	0.0015698	0.00014131	0.13545	liquid
263.0	144.25	1039.7	0.00096184	159.74	173.62	0.86051	0.93391	1.9981	754.9	0.0012063	0.00014187	0.13579	liquid
263.0	147.5	1040.9	0.00096072	159.44	173.61	0.8593	0.93407	1.9933	757.66	0.00084978	0.00014243	0.13614	liquid
263.0	150.75	1042.1	0.00095961	159.14	173.61	0.8581	0.93423	1.9886	760.41	0.0005001	0.00014298	0.13648	liquid
263.0	154.0	1043.3	0.00095852	158.84	173.61	0.85691	0.93439	1.984	763.13	0.00015702	0.00014353	0.13682	liquid
263.0	157.25	1044.5	0.00095744	158.55	173.61	0.85572	0.93456	1.9795	765.83	-0.00017967	0.00014408	0.13716	liquid
263.0	160.5	1045.6	0.00095637	158.26	173.61	0.85455	0.93472	1.9752	768.5	-0.00051017	0.00014462	0.13749	liquid
263.0	163.75	1046.8	0.00095531	157.97	173.61	0.85338	0.93488	1.9709	771.16	-0.00083466	0.00014517	0.13782	liquid
263.0	167.0	1047.9	0.00095426	157.68	173.62	0.85223	0.93505	1.9666	773.79	-0.0011533	0.00014571	0.13815	liquid
263.0	170.25	1049.1	0.00095323	157.4	173.63	0.85108	0.93522	1.9625	776.41	-0.0014663	0.00014625	0.13848	liquid
263.0	173.5	1050.2	0.00095221	157.12	173.64	0.84994	0.93538	1.9585	779.0	-0.0017738	0.00014678	0.13881	liquid
263.0	176.75	1051.3	0.0009512	156.84	173.65	0.84881	0.93555	1.9545	781.57	-0.002076	0.00014732	0.13913	liquid
263.0	180.0	1052.4	0.0009502	156.56	173.66	0.84769	0.93571	1.9506	784.13	-0.002373	0.00014785	0.13946	liquid
263.0	183.25	1053.5	0.00094921	156.29	173.68	0.84658	0.93588	1.9468	786.66	-0.0026649	0.00014838	0.13978	liquid
