Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
671.0	56.5	44.705	0.022369	742.17	868.55	2.7588	0.92955	1.1454	394.38	0.13882	3.1126e-05	0.048253	vapor
671.0	59.75	47.28	0.021151	741.66	868.04	2.7475	0.92989	1.1473	394.65	0.13804	3.1166e-05	0.048345	vapor
671.0	63.0	49.854	0.020058	741.15	867.52	2.7368	0.93022	1.1491	394.93	0.13725	3.1206e-05	0.048436	vapor
671.0	66.25	52.428	0.019074	740.65	867.01	2.7266	0.93056	1.151	395.21	0.13646	3.1247e-05	0.048528	vapor
671.0	69.5	55.002	0.018181	740.14	866.5	2.7168	0.93089	1.1529	395.5	0.13568	3.1289e-05	0.048619	vapor
671.0	72.75	57.575	0.017369	739.64	865.99	2.7074	0.93122	1.1548	395.79	0.1349	3.1331e-05	0.04871	vapor
671.0	76.0	60.147	0.016626	739.13	865.49	2.6984	0.93155	1.1566	396.09	0.13411	3.1373e-05	0.048801	vapor
671.0	76.0	60.147	0.016626	739.13	865.49	2.6984	0.93155	1.1566	396.09	0.13411	3.1373e-05	0.048801	supercritical
671.0	76.0	60.147	0.016626	739.13	865.49	2.6984	0.93155	1.1566	396.09	0.13411	3.1373e-05	0.048801	supercritical
671.0	79.25	62.719	0.015944	738.63	864.98	2.6898	0.93188	1.1585	396.4	0.13333	3.1416e-05	0.048891	supercritical
671.0	82.5	65.29	0.015316	738.12	864.48	2.6815	0.93221	1.1604	396.72	0.13255	3.1459e-05	0.048982	supercritical
671.0	85.75	67.86	0.014736	737.62	863.99	2.6735	0.93254	1.1623	397.04	0.13177	3.1502e-05	0.049072	supercritical
671.0	89.0	70.429	0.014199	737.12	863.49	2.6657	0.93286	1.1641	397.36	0.13098	3.1547e-05	0.049163	supercritical
