Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
788.0	56.5	37.739	0.026498	855.23	1004.9	2.9461	0.9788	1.1855	427.28	0.088391	3.5049e-05	0.057024	vapor
788.0	59.75	39.894	0.025067	854.83	1004.6	2.9351	0.979	1.1867	427.64	0.087839	3.508e-05	0.057101	vapor
788.0	63.0	42.047	0.023783	854.43	1004.3	2.9246	0.97921	1.1879	428.01	0.087289	3.5112e-05	0.057178	vapor
788.0	66.25	44.198	0.022625	854.03	1003.9	2.9146	0.97941	1.1891	428.39	0.086741	3.5144e-05	0.057254	vapor
788.0	69.5	46.347	0.021576	853.64	1003.6	2.905	0.97961	1.1903	428.77	0.086196	3.5176e-05	0.057329	vapor
788.0	72.75	48.494	0.020621	853.24	1003.3	2.8959	0.97981	1.1915	429.15	0.085653	3.5208e-05	0.057404	vapor
788.0	76.0	50.639	0.019748	852.85	1002.9	2.8872	0.98001	1.1927	429.54	0.085112	3.5241e-05	0.057478	vapor
788.0	76.0	50.639	0.019748	852.85	1002.9	2.8872	0.98001	1.1927	429.54	0.085112	3.5241e-05	0.057478	supercritical
788.0	76.0	50.639	0.019748	852.85	1002.9	2.8872	0.98001	1.1927	429.54	0.085112	3.5241e-05	0.057478	supercritical
788.0	79.25	52.782	0.018946	852.45	1002.6	2.8788	0.98021	1.1939	429.93	0.084573	3.5274e-05	0.057552	supercritical
788.0	82.5	54.922	0.018208	852.06	1002.3	2.8707	0.98041	1.1951	430.33	0.084036	3.5307e-05	0.057625	supercritical
788.0	85.75	57.06	0.017525	851.67	1001.9	2.8629	0.98061	1.1962	430.73	0.083501	3.534e-05	0.057697	supercritical
788.0	89.0	59.196	0.016893	851.28	1001.6	2.8554	0.98081	1.1974	431.13	0.082967	3.5374e-05	0.057769	supercritical
788.0	92.25	61.33	0.016305	850.88	1001.3	2.8482	0.98101	1.1986	431.54	0.082436	3.5408e-05	0.057841	supercritical
788.0	95.5	63.461	0.015758	850.49	1001.0	2.8411	0.98121	1.1998	431.95	0.081905	3.5442e-05	0.057912	supercritical
788.0	98.75	65.589	0.015246	850.1	1000.7	2.8343	0.9814	1.2009	432.36	0.081377	3.5476e-05	0.057983	supercritical
788.0	102.0	67.716	0.014768	849.72	1000.3	2.8278	0.9816	1.2021	432.78	0.08085	3.5511e-05	0.058054	supercritical
788.0	105.25	69.839	0.014319	849.33	1000.0	2.8214	0.9818	1.2032	433.2	0.080325	3.5546e-05	0.058124	supercritical
788.0	108.5	71.96	0.013897	848.94	999.72	2.8151	0.98199	1.2044	433.63	0.079801	3.5581e-05	0.058194	supercritical
788.0	111.75	74.079	0.013499	848.55	999.41	2.8091	0.98219	1.2055	434.06	0.079278	3.5616e-05	0.058264	supercritical
788.0	115.0	76.195	0.013124	848.17	999.1	2.8032	0.98238	1.2067	434.49	0.078757	3.5652e-05	0.058334	supercritical
788.0	118.25	78.308	0.01277	847.78	998.79	2.7975	0.98258	1.2078	434.93	0.078237	3.5688e-05	0.058403	supercritical
788.0	121.5	80.419	0.012435	847.4	998.48	2.7919	0.98277	1.209	435.37	0.077718	3.5725e-05	0.058472	supercritical
788.0	124.75	82.527	0.012117	847.01	998.18	2.7865	0.98297	1.2101	435.81	0.077201	3.5761e-05	0.058542	supercritical
788.0	128.0	84.632	0.011816	846.63	997.87	2.7811	0.98316	1.2112	436.26	0.076685	3.5798e-05	0.058611	supercritical
788.0	131.25	86.734	0.011529	846.25	997.57	2.7759	0.98335	1.2124	436.71	0.076169	3.5835e-05	0.05868	supercritical
788.0	134.5	88.834	0.011257	845.87	997.27	2.7709	0.98354	1.2135	437.17	0.075655	3.5873e-05	0.058749	supercritical
788.0	137.75	90.931	0.010997	845.49	996.98	2.7659	0.98373	1.2146	437.63	0.075142	3.5911e-05	0.058818	supercritical
788.0	141.0	93.024	0.01075	845.11	996.68	2.761	0.98392	1.2157	438.09	0.07463	3.5949e-05	0.058887	supercritical
788.0	144.25	95.115	0.010514	844.73	996.39	2.7563	0.98411	1.2168	438.56	0.074119	3.5987e-05	0.058956	supercritical
788.0	147.5	97.203	0.010288	844.35	996.1	2.7516	0.9843	1.2179	439.03	0.073609	3.6026e-05	0.059025	supercritical
788.0	150.75	99.288	0.010072	843.97	995.8	2.7471	0.98449	1.219	439.5	0.073099	3.6065e-05	0.059094	supercritical
788.0	154.0	101.37	0.0098649	843.6	995.52	2.7426	0.98468	1.2201	439.98	0.072591	3.6104e-05	0.059163	supercritical
