Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
580.0	56.5	52.422	0.019076	657.99	765.77	2.5943	0.885	1.114	365.78	0.20186	2.7859e-05	0.041271	vapor
580.0	59.75	55.482	0.018024	657.35	765.04	2.5826	0.88556	1.117	365.91	0.20078	2.7909e-05	0.041382	vapor
580.0	63.0	58.545	0.017081	656.7	764.31	2.5716	0.88611	1.1199	366.05	0.1997	2.796e-05	0.041494	vapor
580.0	66.25	61.613	0.01623	656.06	763.59	2.561	0.88666	1.1229	366.2	0.19862	2.8011e-05	0.041606	vapor
580.0	69.5	64.684	0.01546	655.42	762.86	2.5509	0.88721	1.1258	366.37	0.19753	2.8064e-05	0.041718	vapor
580.0	72.75	67.758	0.014758	654.77	762.14	2.5411	0.88776	1.1288	366.54	0.19643	2.8117e-05	0.041831	vapor
580.0	76.0	70.835	0.014117	654.13	761.42	2.5318	0.88831	1.1318	366.72	0.19533	2.817e-05	0.041944	vapor
580.0	76.0	70.835	0.014117	654.13	761.42	2.5318	0.88831	1.1318	366.72	0.19533	2.817e-05	0.041944	supercritical
580.0	76.0	70.835	0.014117	654.13	761.42	2.5318	0.88831	1.1318	366.72	0.19533	2.817e-05	0.041944	supercritical
580.0	79.25	73.916	0.013529	653.49	760.7	2.5228	0.88885	1.1347	366.91	0.19423	2.8225e-05	0.042058	supercritical
580.0	82.5	76.999	0.012987	652.85	759.99	2.5142	0.8894	1.1377	367.11	0.19312	2.828e-05	0.042172	supercritical
580.0	85.75	80.085	0.012487	652.2	759.28	2.5058	0.88994	1.1407	367.32	0.192	2.8336e-05	0.042287	supercritical
580.0	89.0	83.174	0.012023	651.56	758.57	2.4977	0.89048	1.1437	367.55	0.19088	2.8393e-05	0.042403	supercritical
580.0	92.25	86.265	0.011592	650.92	757.86	2.4899	0.89101	1.1466	367.78	0.18976	2.8451e-05	0.042519	supercritical
580.0	95.5	89.358	0.011191	650.28	757.15	2.4823	0.89155	1.1496	368.02	0.18863	2.8509e-05	0.042635	supercritical
580.0	98.75	92.453	0.010816	649.64	756.45	2.4749	0.89208	1.1526	368.27	0.18749	2.8569e-05	0.042753	supercritical
580.0	102.0	95.55	0.010466	649.0	755.75	2.4677	0.89261	1.1556	368.53	0.18635	2.8629e-05	0.042871	supercritical
580.0	105.25	98.649	0.010137	648.36	755.05	2.4608	0.89314	1.1586	368.8	0.18521	2.869e-05	0.04299	supercritical
580.0	108.5	101.75	0.0098281	647.72	754.35	2.454	0.89367	1.1615	369.09	0.18406	2.8752e-05	0.04311	supercritical
580.0	111.75	104.85	0.0095374	647.08	753.66	2.4474	0.89419	1.1645	369.38	0.1829	2.8815e-05	0.043231	supercritical
580.0	115.0	107.95	0.0092633	646.44	752.97	2.4409	0.89471	1.1675	369.68	0.18174	2.8878e-05	0.043352	supercritical
580.0	118.25	111.06	0.0090044	645.8	752.28	2.4346	0.89523	1.1705	370.0	0.18057	2.8943e-05	0.043474	supercritical
580.0	121.5	114.16	0.0087596	645.17	751.59	2.4284	0.89574	1.1734	370.32	0.1794	2.9008e-05	0.043598	supercritical
580.0	124.75	117.27	0.0085276	644.53	750.91	2.4224	0.89626	1.1764	370.66	0.17823	2.9075e-05	0.043722	supercritical
580.0	128.0	120.37	0.0083077	643.89	750.23	2.4165	0.89677	1.1793	371.0	0.17704	2.9142e-05	0.043847	supercritical
580.0	131.25	123.48	0.0080987	643.26	749.55	2.4108	0.89727	1.1823	371.36	0.17586	2.921e-05	0.043973	supercritical
580.0	134.5	126.58	0.0079001	642.62	748.88	2.4051	0.89778	1.1852	371.72	0.17467	2.9279e-05	0.044101	supercritical
580.0	137.75	129.69	0.0077109	641.99	748.21	2.3996	0.89828	1.1881	372.1	0.17347	2.9349e-05	0.044229	supercritical
580.0	141.0	132.79	0.0075307	641.36	747.54	2.3942	0.89878	1.1911	372.49	0.17227	2.942e-05	0.044358	supercritical
580.0	144.25	135.89	0.0073587	640.73	746.87	2.3888	0.89928	1.194	372.89	0.17107	2.9492e-05	0.044488	supercritical
580.0	147.5	139.0	0.0071944	640.1	746.21	2.3836	0.89977	1.1969	373.3	0.16986	2.9564e-05	0.04462	supercritical
580.0	150.75	142.1	0.0070374	639.47	745.55	2.3785	0.90026	1.1998	373.72	0.16865	2.9638e-05	0.044752	supercritical
580.0	154.0	145.2	0.0068871	638.84	744.9	2.3735	0.90075	1.2027	374.15	0.16743	2.9713e-05	0.044886	supercritical
580.0	157.25	148.3	0.0067432	638.21	744.24	2.3685	0.90123	1.2056	374.6	0.16621	2.9788e-05	0.045021	supercritical
580.0	160.5	151.4	0.0066052	637.58	743.59	2.3637	0.90171	1.2084	375.05	0.16499	2.9865e-05	0.045156	supercritical
580.0	163.75	154.49	0.0064729	636.96	742.95	2.3589	0.90219	1.2113	375.52	0.16376	2.9942e-05	0.045293	supercritical
580.0	167.0	157.58	0.0063458	636.33	742.31	2.3542	0.90266	1.2141	376.0	0.16253	3.002e-05	0.045432	supercritical
580.0	170.25	160.67	0.0062237	635.71	741.67	2.3496	0.90314	1.2169	376.48	0.1613	3.01e-05	0.045571	supercritical
580.0	173.5	163.76	0.0061064	635.08	741.03	2.345	0.9036	1.2198	376.98	0.16006	3.018e-05	0.045711	supercritical
580.0	176.75	166.85	0.0059934	634.46	740.4	2.3405	0.90407	1.2226	377.5	0.15883	3.0261e-05	0.045853	supercritical
580.0	180.0	169.93	0.0058847	633.84	739.77	2.3361	0.90453	1.2253	378.02	0.15759	3.0343e-05	0.045995	supercritical
580.0	183.25	173.01	0.00578	633.22	739.14	2.3318	0.90499	1.2281	378.55	0.15634	3.0427e-05	0.046139	supercritical
580.0	186.5	176.09	0.005679	632.61	738.52	2.3275	0.90545	1.2309	379.1	0.1551	3.0511e-05	0.046284	supercritical
580.0	189.75	179.16	0.0055816	631.99	737.9	2.3233	0.9059	1.2336	379.65	0.15385	3.0596e-05	0.046431	supercritical
580.0	193.0	182.23	0.0054876	631.37	737.29	2.3191	0.90635	1.2363	380.22	0.1526	3.0682e-05	0.046578	supercritical
580.0	196.25	185.29	0.0053969	630.76	736.67	2.315	0.9068	1.239	380.8	0.15136	3.0769e-05	0.046726	supercritical
580.0	199.5	188.35	0.0053092	630.15	736.07	2.311	0.90724	1.2417	381.39	0.15011	3.0857e-05	0.046876	supercritical
580.0	202.75	191.41	0.0052244	629.54	735.46	2.307	0.90768	1.2444	381.99	0.14885	3.0946e-05	0.047027	supercritical
580.0	206.0	194.46	0.0051425	628.93	734.86	2.303	0.90811	1.247	382.6	0.1476	3.1035e-05	0.047179	supercritical
580.0	209.25	197.51	0.0050631	628.32	734.27	2.2991	0.90855	1.2497	383.23	0.14635	3.1126e-05	0.047332	supercritical
580.0	212.5	200.55	0.0049864	627.71	733.67	2.2953	0.90898	1.2523	383.86	0.1451	3.1218e-05	0.047486	supercritical
580.0	215.75	203.58	0.004912	627.11	733.09	2.2915	0.9094	1.2549	384.51	0.14385	3.1311e-05	0.047641	supercritical
580.0	219.0	206.61	0.00484	626.51	732.5	2.2878	0.90982	1.2574	385.17	0.1426	3.1404e-05	0.047797	supercritical
580.0	222.25	209.64	0.0047701	625.9	731.92	2.2841	0.91024	1.26	385.84	0.14135	3.1499e-05	0.047955	supercritical
580.0	225.5	212.66	0.0047024	625.3	731.34	2.2804	0.91066	1.2625	386.52	0.1401	3.1594e-05	0.048113	supercritical
580.0	228.75	215.67	0.0046367	624.71	730.77	2.2768	0.91107	1.265	387.21	0.13885	3.1691e-05	0.048273	supercritical
580.0	232.0	218.68	0.004573	624.11	730.2	2.2733	0.91148	1.2675	387.91	0.1376	3.1788e-05	0.048433	supercritical
580.0	235.25	221.68	0.0045111	623.51	729.64	2.2697	0.91189	1.27	388.62	0.13636	3.1887e-05	0.048595	supercritical
580.0	238.5	224.67	0.004451	622.92	729.08	2.2663	0.91229	1.2724	389.35	0.13512	3.1986e-05	0.048757	supercritical
580.0	241.75	227.66	0.0043926	622.33	728.52	2.2628	0.91269	1.2748	390.08	0.13388	3.2086e-05	0.048921	supercritical
580.0	245.0	230.64	0.0043358	621.74	727.97	2.2594	0.91309	1.2772	390.83	0.13264	3.2187e-05	0.049085	supercritical
580.0	248.25	233.61	0.0042806	621.15	727.42	2.2561	0.91348	1.2796	391.58	0.1314	3.2289e-05	0.049251	supercritical
580.0	251.5	236.57	0.004227	620.56	726.87	2.2527	0.91387	1.2819	392.35	0.13017	3.2392e-05	0.049417	supercritical
580.0	254.75	239.53	0.0041748	619.98	726.33	2.2495	0.91425	1.2843	393.13	0.12894	3.2496e-05	0.049585	supercritical
580.0	258.0	242.48	0.004124	619.4	725.8	2.2462	0.91464	1.2866	393.91	0.12771	3.26e-05	0.049753	supercritical
580.0	261.25	245.43	0.0040746	618.82	725.27	2.243	0.91502	1.2889	394.71	0.12649	3.2706e-05	0.049922	supercritical
580.0	264.5	248.36	0.0040264	618.24	724.74	2.2398	0.91539	1.2911	395.52	0.12527	3.2813e-05	0.050092	supercritical
580.0	267.75	251.29	0.0039795	617.66	724.21	2.2367	0.91577	1.2933	396.34	0.12405	3.292e-05	0.050263	supercritical
580.0	271.0	254.2	0.0039339	617.09	723.69	2.2336	0.91614	1.2955	397.17	0.12284	3.3028e-05	0.050435	supercritical
580.0	274.25	257.11	0.0038893	616.51	723.18	2.2305	0.9165	1.2977	398.01	0.12164	3.3137e-05	0.050607	supercritical
580.0	277.5	260.01	0.003846	615.94	722.67	2.2274	0.91687	1.2999	398.85	0.12044	3.3247e-05	0.050781	supercritical
580.0	280.75	262.91	0.0038037	615.37	722.16	2.2244	0.91723	1.302	399.71	0.11924	3.3358e-05	0.050955	supercritical
580.0	284.0	265.79	0.0037624	614.81	721.66	2.2214	0.91758	1.3041	400.58	0.11805	3.3469e-05	0.05113	supercritical
580.0	287.25	268.66	0.0037221	614.24	721.16	2.2185	0.91794	1.3062	401.46	0.11686	3.3582e-05	0.051305	supercritical
580.0	290.5	271.53	0.0036829	613.68	720.67	2.2155	0.91829	1.3083	402.34	0.11568	3.3695e-05	0.051481	supercritical
580.0	293.75	274.38	0.0036445	613.12	720.18	2.2127	0.91864	1.3103	403.24	0.1145	3.3809e-05	0.051658	supercritical
580.0	297.0	277.23	0.0036071	612.56	719.69	2.2098	0.91898	1.3123	404.14	0.11333	3.3924e-05	0.051836	supercritical
580.0	300.25	280.07	0.0035706	612.0	719.21	2.2069	0.91932	1.3143	405.06	0.11216	3.4039e-05	0.052014	supercritical
580.0	303.5	282.89	0.0035349	611.45	718.73	2.2041	0.91966	1.3163	405.98	0.11101	3.4156e-05	0.052193	supercritical
580.0	306.75	285.71	0.0035	610.9	718.26	2.2013	0.92	1.3182	406.91	0.10985	3.4273e-05	0.052372	supercritical
580.0	310.0	288.52	0.003466	610.35	717.79	2.1986	0.92033	1.3201	407.85	0.10871	3.4391e-05	0.052552	supercritical
580.0	313.25	291.32	0.0034327	609.8	717.33	2.1959	0.92066	1.322	408.8	0.10757	3.451e-05	0.052732	supercritical
580.0	316.5	294.1	0.0034002	609.25	716.87	2.1931	0.92098	1.3239	409.76	0.10643	3.4629e-05	0.052913	supercritical
580.0	319.75	296.88	0.0033684	608.71	716.41	2.1905	0.92131	1.3257	410.73	0.10531	3.4749e-05	0.053095	supercritical
580.0	323.0	299.65	0.0033373	608.17	715.96	2.1878	0.92163	1.3275	411.7	0.10419	3.487e-05	0.053277	supercritical
580.0	326.25	302.4	0.0033068	607.63	715.51	2.1852	0.92195	1.3293	412.68	0.10307	3.4992e-05	0.053459	supercritical
580.0	329.5	305.15	0.0032771	607.09	715.07	2.1826	0.92226	1.3311	413.67	0.10197	3.5114e-05	0.053642	supercritical
580.0	332.75	307.89	0.003248	606.56	714.63	2.18	0.92257	1.3328	414.67	0.10087	3.5237e-05	0.053825	supercritical
580.0	336.0	310.61	0.0032195	606.02	714.2	2.1774	0.92288	1.3346	415.68	0.099776	3.5361e-05	0.054009	supercritical
580.0	339.25	313.33	0.0031916	605.49	713.77	2.1749	0.92319	1.3362	416.69	0.098692	3.5485e-05	0.054193	supercritical
580.0	342.5	316.03	0.0031643	604.96	713.34	2.1724	0.9235	1.3379	417.71	0.097615	3.561e-05	0.054377	supercritical
580.0	345.75	318.72	0.0031375	604.44	712.92	2.1699	0.9238	1.3396	418.74	0.096545	3.5736e-05	0.054562	supercritical
580.0	349.0	321.41	0.0031113	603.91	712.5	2.1674	0.9241	1.3412	419.77	0.095483	3.5863e-05	0.054747	supercritical
