Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
782.0	56.5	38.04	0.026288	849.3	997.83	2.9371	0.97649	1.1835	425.67	0.090438	3.4854e-05	0.056581	vapor
782.0	59.75	40.213	0.024868	848.9	997.49	2.926	0.9767	1.1848	426.03	0.089876	3.4886e-05	0.056659	vapor
782.0	63.0	42.384	0.023594	848.5	997.14	2.9155	0.97691	1.186	426.4	0.089317	3.4918e-05	0.056737	vapor
782.0	66.25	44.553	0.022445	848.1	996.8	2.9055	0.97712	1.1872	426.77	0.088759	3.495e-05	0.056813	vapor
782.0	69.5	46.72	0.021404	847.7	996.46	2.8959	0.97732	1.1884	427.15	0.088205	3.4983e-05	0.056889	vapor
782.0	72.75	48.885	0.020456	847.3	996.12	2.8868	0.97753	1.1897	427.53	0.087652	3.5016e-05	0.056965	vapor
782.0	76.0	51.048	0.019589	846.9	995.78	2.8781	0.97773	1.1909	427.92	0.087101	3.5049e-05	0.057039	vapor
782.0	76.0	51.048	0.019589	846.9	995.78	2.8781	0.97773	1.1909	427.92	0.087101	3.5049e-05	0.057039	supercritical
782.0	76.0	51.048	0.019589	846.9	995.78	2.8781	0.97773	1.1909	427.92	0.087101	3.5049e-05	0.057039	supercritical
782.0	79.25	53.209	0.018794	846.5	995.44	2.8697	0.97794	1.1921	428.3	0.086552	3.5082e-05	0.057114	supercritical
782.0	82.5	55.367	0.018061	846.1	995.11	2.8616	0.97814	1.1933	428.7	0.086006	3.5115e-05	0.057187	supercritical
782.0	85.75	57.524	0.017384	845.71	994.77	2.8538	0.97835	1.1945	429.09	0.085461	3.5149e-05	0.057261	supercritical
782.0	89.0	59.678	0.016757	845.31	994.44	2.8463	0.97855	1.1957	429.49	0.084917	3.5183e-05	0.057333	supercritical
782.0	92.25	61.829	0.016174	844.91	994.11	2.839	0.97875	1.1969	429.9	0.084376	3.5218e-05	0.057406	supercritical
782.0	95.5	63.979	0.01563	844.52	993.79	2.832	0.97895	1.1981	430.3	0.083836	3.5252e-05	0.057478	supercritical
782.0	98.75	66.125	0.015123	844.12	993.46	2.8252	0.97916	1.1993	430.72	0.083298	3.5287e-05	0.057549	supercritical
782.0	102.0	68.27	0.014648	843.73	993.14	2.8186	0.97936	1.2005	431.13	0.082761	3.5322e-05	0.057621	supercritical
782.0	105.25	70.412	0.014202	843.34	992.82	2.8122	0.97956	1.2016	431.55	0.082226	3.5358e-05	0.057692	supercritical
782.0	108.5	72.551	0.013783	842.95	992.5	2.8059	0.97976	1.2028	431.97	0.081692	3.5393e-05	0.057763	supercritical
782.0	111.75	74.688	0.013389	842.56	992.18	2.7999	0.97996	1.204	432.4	0.081159	3.5429e-05	0.057833	supercritical
782.0	115.0	76.823	0.013017	842.17	991.86	2.794	0.98016	1.2052	432.83	0.080628	3.5466e-05	0.057904	supercritical
782.0	118.25	78.954	0.012666	841.78	991.55	2.7883	0.98036	1.2063	433.27	0.080098	3.5502e-05	0.057974	supercritical
782.0	121.5	81.083	0.012333	841.39	991.23	2.7827	0.98055	1.2075	433.71	0.07957	3.5539e-05	0.058044	supercritical
782.0	124.75	83.21	0.012018	841.0	990.92	2.7772	0.98075	1.2087	434.15	0.079042	3.5576e-05	0.058115	supercritical
782.0	128.0	85.333	0.011719	840.61	990.61	2.7719	0.98095	1.2098	434.6	0.078516	3.5614e-05	0.058185	supercritical
782.0	131.25	87.454	0.011435	840.23	990.3	2.7667	0.98114	1.211	435.05	0.07799	3.5651e-05	0.058255	supercritical
782.0	134.5	89.572	0.011164	839.84	990.0	2.7616	0.98134	1.2121	435.5	0.077466	3.5689e-05	0.058324	supercritical
782.0	137.75	91.687	0.010907	839.45	989.69	2.7566	0.98154	1.2133	435.96	0.076943	3.5728e-05	0.058394	supercritical
782.0	141.0	93.8	0.010661	839.07	989.39	2.7517	0.98173	1.2144	436.42	0.07642	3.5766e-05	0.058464	supercritical
782.0	144.25	95.909	0.010427	838.69	989.09	2.747	0.98192	1.2155	436.88	0.075899	3.5805e-05	0.058534	supercritical
782.0	147.5	98.015	0.010202	838.3	988.79	2.7423	0.98212	1.2167	437.35	0.075379	3.5845e-05	0.058604	supercritical
782.0	150.75	100.12	0.0099882	837.92	988.49	2.7377	0.98231	1.2178	437.83	0.074859	3.5884e-05	0.058675	supercritical
782.0	154.0	102.22	0.0097829	837.54	988.2	2.7333	0.9825	1.2189	438.3	0.07434	3.5924e-05	0.058745	supercritical
782.0	157.25	104.32	0.0095862	837.16	987.91	2.7289	0.9827	1.22	438.79	0.073823	3.5964e-05	0.058815	supercritical
782.0	160.5	106.41	0.0093976	836.78	987.61	2.7245	0.98289	1.2211	439.27	0.073306	3.6005e-05	0.058886	supercritical
