Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
443.0	56.5	72.376	0.013817	537.21	615.27	2.2984	0.81226	1.0953	313.78	0.39145	2.2536e-05	0.030878	vapor
443.0	59.75	76.843	0.013014	536.12	613.88	2.2854	0.81389	1.1034	313.45	0.38948	2.2614e-05	0.03106	vapor
443.0	63.0	81.344	0.012293	535.03	612.48	2.273	0.81551	1.1116	313.13	0.38746	2.2694e-05	0.031245	vapor
443.0	66.25	85.879	0.011644	533.94	611.08	2.2611	0.81714	1.12	312.83	0.38538	2.2777e-05	0.031434	vapor
443.0	69.5	90.448	0.011056	532.83	609.67	2.2496	0.81876	1.1284	312.56	0.38324	2.2862e-05	0.031626	vapor
443.0	72.75	95.049	0.010521	531.73	608.27	2.2385	0.82038	1.137	312.3	0.38104	2.295e-05	0.031823	vapor
443.0	76.0	99.684	0.010032	530.62	606.86	2.2278	0.822	1.1457	312.07	0.37878	2.304e-05	0.032023	vapor
443.0	76.0	99.684	0.010032	530.62	606.86	2.2278	0.822	1.1457	312.07	0.37878	2.304e-05	0.032023	supercritical
443.0	76.0	99.684	0.010032	530.62	606.86	2.2278	0.822	1.1457	312.07	0.37878	2.304e-05	0.032023	supercritical
443.0	79.25	104.35	0.009583	529.5	605.45	2.2174	0.82361	1.1545	311.86	0.37646	2.3133e-05	0.032227	supercritical
443.0	82.5	109.05	0.0091699	528.38	604.03	2.2073	0.82522	1.1634	311.67	0.37408	2.3229e-05	0.032436	supercritical
443.0	85.75	113.79	0.0087885	527.26	602.62	2.1975	0.82682	1.1724	311.51	0.37164	2.3328e-05	0.032649	supercritical
443.0	89.0	118.55	0.0084352	526.13	601.2	2.188	0.82842	1.1816	311.37	0.36914	2.343e-05	0.032865	supercritical
443.0	92.25	123.35	0.0081071	525.0	599.78	2.1787	0.83001	1.1908	311.25	0.36658	2.3535e-05	0.033087	supercritical
443.0	95.5	128.18	0.0078017	523.86	598.36	2.1697	0.8316	1.2001	311.16	0.36396	2.3643e-05	0.033312	supercritical
443.0	98.75	133.04	0.0075168	522.72	596.94	2.1609	0.83317	1.2095	311.1	0.36128	2.3753e-05	0.033542	supercritical
443.0	102.0	137.93	0.0072503	521.57	595.52	2.1523	0.83474	1.219	311.07	0.35854	2.3868e-05	0.033777	supercritical
443.0	105.25	142.85	0.0070006	520.42	594.1	2.1438	0.8363	1.2286	311.06	0.35574	2.3985e-05	0.034016	supercritical
443.0	108.5	147.79	0.0067662	519.27	592.68	2.1356	0.83785	1.2382	311.08	0.35288	2.4106e-05	0.03426	supercritical
443.0	111.75	152.77	0.0065457	518.12	591.26	2.1275	0.83939	1.2479	311.13	0.34996	2.423e-05	0.034508	supercritical
443.0	115.0	157.78	0.0063381	516.96	589.85	2.1196	0.84091	1.2577	311.21	0.34699	2.4357e-05	0.034761	supercritical
443.0	118.25	162.81	0.0061422	515.8	588.43	2.1118	0.84243	1.2675	311.32	0.34397	2.4488e-05	0.035019	supercritical
443.0	121.5	167.87	0.0059571	514.63	587.01	2.1041	0.84393	1.2774	311.47	0.34088	2.4623e-05	0.035282	supercritical
443.0	124.75	172.95	0.005782	513.47	585.6	2.0967	0.84541	1.2873	311.64	0.33775	2.4761e-05	0.03555	supercritical
443.0	128.0	178.06	0.0056161	512.3	584.19	2.0893	0.84688	1.2973	311.85	0.33456	2.4902e-05	0.035822	supercritical
443.0	131.25	183.19	0.0054589	511.13	582.78	2.082	0.84834	1.3073	312.09	0.33133	2.5048e-05	0.036099	supercritical
443.0	134.5	188.34	0.0053095	509.96	581.37	2.0749	0.84978	1.3173	312.37	0.32805	2.5197e-05	0.036381	supercritical
443.0	137.75	193.51	0.0051676	508.78	579.97	2.0679	0.85121	1.3273	312.68	0.32472	2.535e-05	0.036668	supercritical
443.0	141.0	198.71	0.0050325	507.61	578.57	2.061	0.85262	1.3373	313.02	0.32134	2.5507e-05	0.03696	supercritical
