Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
427.0	56.5	76.015	0.013155	523.38	597.71	2.258	0.80457	1.1013	306.5	0.42846	2.1884e-05	0.02974	vapor
427.0	59.75	80.772	0.01238	522.2	596.17	2.2447	0.80649	1.1109	306.07	0.4263	2.1968e-05	0.02994	vapor
427.0	63.0	85.573	0.011686	521.01	594.63	2.2319	0.80841	1.1207	305.65	0.42406	2.2055e-05	0.030145	vapor
427.0	66.25	90.418	0.01106	519.81	593.08	2.2197	0.81033	1.1307	305.25	0.42175	2.2144e-05	0.030355	vapor
427.0	69.5	95.306	0.010492	518.61	591.53	2.2078	0.81225	1.1408	304.88	0.41936	2.2237e-05	0.030569	vapor
427.0	72.75	100.24	0.0099761	517.39	589.97	2.1964	0.81417	1.1511	304.53	0.41689	2.2332e-05	0.030789	vapor
427.0	76.0	105.22	0.0095043	516.18	588.41	2.1853	0.81609	1.1616	304.21	0.41434	2.2431e-05	0.031014	vapor
427.0	76.0	105.22	0.0095043	516.18	588.41	2.1853	0.81609	1.1616	304.21	0.41434	2.2431e-05	0.031014	supercritical
427.0	76.0	105.22	0.0095043	516.18	588.41	2.1853	0.81609	1.1616	304.21	0.41434	2.2431e-05	0.031014	supercritical
427.0	79.25	110.24	0.0090714	514.95	586.84	2.1746	0.818	1.1723	303.91	0.4117	2.2534e-05	0.031244	supercritical
427.0	82.5	115.3	0.0086729	513.72	585.27	2.1642	0.81991	1.1831	303.63	0.40899	2.264e-05	0.03148	supercritical
427.0	85.75	120.41	0.008305	512.48	583.7	2.154	0.82181	1.1941	303.39	0.4062	2.2749e-05	0.031721	supercritical
427.0	89.0	125.56	0.0079642	511.24	582.12	2.1441	0.82371	1.2052	303.17	0.40332	2.2862e-05	0.031968	supercritical
427.0	92.25	130.76	0.0076478	509.99	580.54	2.1345	0.8256	1.2165	302.98	0.40036	2.2979e-05	0.032221	supercritical
427.0	95.5	136.0	0.0073532	508.73	578.95	2.1251	0.82748	1.2279	302.82	0.39731	2.31e-05	0.03248	supercritical
427.0	98.75	141.28	0.0070783	507.47	577.37	2.1159	0.82935	1.2395	302.69	0.39419	2.3224e-05	0.032745	supercritical
427.0	102.0	146.6	0.0068214	506.2	575.78	2.1069	0.83122	1.2513	302.6	0.39098	2.3353e-05	0.033015	supercritical
427.0	105.25	151.96	0.0065806	504.93	574.19	2.098	0.83307	1.2631	302.53	0.3877	2.3486e-05	0.033293	supercritical
427.0	108.5	157.37	0.0063546	503.65	572.6	2.0894	0.8349	1.2751	302.5	0.38433	2.3623e-05	0.033576	supercritical
427.0	111.75	162.81	0.0061421	502.36	571.0	2.0809	0.83673	1.2872	302.51	0.38088	2.3764e-05	0.033865	supercritical
427.0	115.0	168.29	0.005942	501.08	569.41	2.0726	0.83854	1.2994	302.55	0.37735	2.391e-05	0.034161	supercritical
427.0	118.25	173.81	0.0057533	499.78	567.82	2.0644	0.84033	1.3117	302.63	0.37375	2.406e-05	0.034464	supercritical
427.0	121.5	179.37	0.0055751	498.49	566.22	2.0563	0.84211	1.3241	302.75	0.37008	2.4215e-05	0.034772	supercritical
427.0	124.75	184.96	0.0054065	497.18	564.63	2.0484	0.84386	1.3365	302.91	0.36633	2.4375e-05	0.035088	supercritical
427.0	128.0	190.59	0.0052469	495.88	563.04	2.0407	0.8456	1.349	303.11	0.36251	2.4539e-05	0.035409	supercritical
427.0	131.25	196.25	0.0050956	494.57	561.45	2.033	0.84732	1.3616	303.35	0.35862	2.4708e-05	0.035737	supercritical
427.0	134.5	201.94	0.004952	493.26	559.87	2.0255	0.84902	1.3742	303.63	0.35467	2.4882e-05	0.036071	supercritical
427.0	137.75	207.66	0.0048155	491.95	558.28	2.018	0.85069	1.3868	303.95	0.35065	2.506e-05	0.036412	supercritical
427.0	141.0	213.41	0.0046858	490.64	556.71	2.0107	0.85234	1.3994	304.32	0.34658	2.5244e-05	0.036759	supercritical
