Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
613.0	56.5	49.306	0.020281	688.12	802.71	2.6562	0.90176	1.125	376.53	0.17555	2.9068e-05	0.043812	vapor
613.0	59.75	52.167	0.019169	687.54	802.07	2.6447	0.90222	1.1275	376.73	0.17459	2.9113e-05	0.043915	vapor
613.0	63.0	55.03	0.018172	686.95	801.43	2.6338	0.90267	1.13	376.93	0.17364	2.916e-05	0.044019	vapor
613.0	66.25	57.894	0.017273	686.36	800.8	2.6234	0.90313	1.1324	377.13	0.17268	2.9207e-05	0.044122	vapor
613.0	69.5	60.76	0.016458	685.78	800.16	2.6134	0.90358	1.1349	377.35	0.17172	2.9255e-05	0.044225	vapor
613.0	72.75	63.628	0.015716	685.19	799.53	2.6038	0.90403	1.1374	377.57	0.17075	2.9303e-05	0.044329	vapor
613.0	76.0	66.497	0.015038	684.61	798.9	2.5947	0.90448	1.1399	377.81	0.16979	2.9352e-05	0.044432	vapor
613.0	76.0	66.497	0.015038	684.61	798.9	2.5947	0.90448	1.1399	377.81	0.16979	2.9352e-05	0.044432	supercritical
613.0	76.0	66.497	0.015038	684.61	798.9	2.5947	0.90448	1.1399	377.81	0.16979	2.9352e-05	0.044432	supercritical
613.0	79.25	69.367	0.014416	684.02	798.27	2.5858	0.90492	1.1423	378.05	0.16882	2.9402e-05	0.044536	supercritical
613.0	82.5	72.238	0.013843	683.44	797.65	2.5773	0.90537	1.1448	378.3	0.16785	2.9452e-05	0.04464	supercritical
613.0	85.75	75.11	0.013314	682.86	797.02	2.5691	0.90582	1.1473	378.56	0.16688	2.9503e-05	0.044745	supercritical
613.0	89.0	77.983	0.012823	682.27	796.4	2.5612	0.90626	1.1498	378.82	0.1659	2.9555e-05	0.044849	supercritical
613.0	92.25	80.856	0.012368	681.69	795.78	2.5535	0.9067	1.1522	379.1	0.16493	2.9607e-05	0.044954	supercritical
613.0	95.5	83.73	0.011943	681.11	795.17	2.546	0.90714	1.1547	379.38	0.16395	2.966e-05	0.04506	supercritical
613.0	98.75	86.605	0.011547	680.53	794.55	2.5388	0.90758	1.1572	379.67	0.16297	2.9713e-05	0.045166	supercritical
613.0	102.0	89.479	0.011176	679.95	793.94	2.5318	0.90801	1.1596	379.97	0.16198	2.9768e-05	0.045272	supercritical
613.0	105.25	92.354	0.010828	679.37	793.33	2.525	0.90845	1.1621	380.28	0.161	2.9822e-05	0.045379	supercritical
613.0	108.5	95.229	0.010501	678.79	792.72	2.5183	0.90888	1.1646	380.6	0.16001	2.9878e-05	0.045486	supercritical
613.0	111.75	98.104	0.010193	678.21	792.12	2.5118	0.90931	1.167	380.93	0.15902	2.9934e-05	0.045594	supercritical
613.0	115.0	100.98	0.0099032	677.63	791.52	2.5055	0.90974	1.1695	381.26	0.15802	2.9991e-05	0.045703	supercritical
613.0	118.25	103.85	0.0096291	677.05	790.92	2.4994	0.91017	1.1719	381.61	0.15702	3.0049e-05	0.045812	supercritical
613.0	121.5	106.73	0.0093699	676.48	790.32	2.4934	0.91059	1.1744	381.96	0.15602	3.0107e-05	0.045921	supercritical
613.0	124.75	109.6	0.0091243	675.9	789.73	2.4875	0.91102	1.1768	382.32	0.15502	3.0166e-05	0.046032	supercritical
613.0	128.0	112.47	0.0088913	675.33	789.14	2.4818	0.91144	1.1792	382.69	0.15402	3.0226e-05	0.046143	supercritical
613.0	131.25	115.34	0.00867	674.75	788.55	2.4761	0.91186	1.1817	383.07	0.15301	3.0286e-05	0.046254	supercritical
613.0	134.5	118.21	0.0084595	674.18	787.96	2.4706	0.91227	1.1841	383.45	0.152	3.0348e-05	0.046367	supercritical
613.0	137.75	121.08	0.0082591	673.61	787.38	2.4653	0.91269	1.1865	383.85	0.15099	3.041e-05	0.04648	supercritical
613.0	141.0	123.94	0.0080681	673.04	786.8	2.46	0.9131	1.1889	384.26	0.14998	3.0472e-05	0.046594	supercritical
613.0	144.25	126.81	0.0078858	672.47	786.22	2.4548	0.91351	1.1913	384.67	0.14896	3.0536e-05	0.046709	supercritical
613.0	147.5	129.67	0.0077117	671.9	785.64	2.4497	0.91392	1.1937	385.09	0.14794	3.06e-05	0.046825	supercritical
613.0	150.75	132.53	0.0075452	671.33	785.07	2.4448	0.91433	1.1961	385.52	0.14692	3.0665e-05	0.046941	supercritical
613.0	154.0	135.39	0.0073859	670.76	784.5	2.4399	0.91473	1.1984	385.96	0.1459	3.073e-05	0.047058	supercritical
613.0	157.25	138.25	0.0072332	670.19	783.93	2.4351	0.91513	1.2008	386.41	0.14487	3.0797e-05	0.047176	supercritical
613.0	160.5	141.11	0.0070869	669.63	783.37	2.4304	0.91553	1.2032	386.87	0.14385	3.0864e-05	0.047295	supercritical
613.0	163.75	143.96	0.0069465	669.06	782.81	2.4257	0.91593	1.2055	387.34	0.14282	3.0932e-05	0.047415	supercritical
613.0	167.0	146.81	0.0068116	668.5	782.25	2.4212	0.91633	1.2078	387.82	0.14179	3.1001e-05	0.047536	supercritical
613.0	170.25	149.65	0.006682	667.93	781.7	2.4167	0.91672	1.2102	388.31	0.14076	3.107e-05	0.047658	supercritical
613.0	173.5	152.5	0.0065574	667.37	781.14	2.4123	0.91711	1.2125	388.8	0.13972	3.114e-05	0.04778	supercritical
613.0	176.75	155.34	0.0064375	666.81	780.59	2.4079	0.9175	1.2148	389.31	0.13869	3.1211e-05	0.047904	supercritical
613.0	180.0	158.18	0.006322	666.25	780.05	2.4037	0.91789	1.2171	389.82	0.13765	3.1283e-05	0.048028	supercritical
613.0	183.25	161.01	0.0062108	665.69	779.51	2.3995	0.91827	1.2193	390.34	0.13661	3.1355e-05	0.048153	supercritical
613.0	186.5	163.84	0.0061035	665.14	778.97	2.3953	0.91865	1.2216	390.87	0.13558	3.1428e-05	0.04828	supercritical
613.0	189.75	166.67	0.0059999	664.58	778.43	2.3912	0.91903	1.2239	391.42	0.13454	3.1502e-05	0.048407	supercritical
613.0	193.0	169.49	0.0059	664.03	777.9	2.3872	0.91941	1.2261	391.97	0.1335	3.1577e-05	0.048535	supercritical
613.0	196.25	172.31	0.0058035	663.47	777.37	2.3832	0.91979	1.2283	392.53	0.13246	3.1653e-05	0.048664	supercritical
613.0	199.5	175.13	0.0057102	662.92	776.84	2.3793	0.92016	1.2305	393.09	0.13142	3.1729e-05	0.048794	supercritical
613.0	202.75	177.94	0.00562	662.37	776.31	2.3755	0.92053	1.2327	393.67	0.13038	3.1806e-05	0.048925	supercritical
613.0	206.0	180.74	0.0055328	661.82	775.79	2.3717	0.9209	1.2349	394.26	0.12934	3.1884e-05	0.049057	supercritical
613.0	209.25	183.54	0.0054483	661.27	775.28	2.3679	0.92126	1.2371	394.86	0.1283	3.1963e-05	0.049189	supercritical
613.0	212.5	186.34	0.0053665	660.72	774.76	2.3642	0.92163	1.2393	395.46	0.12726	3.2042e-05	0.049323	supercritical
613.0	215.75	189.13	0.0052873	660.18	774.25	2.3605	0.92199	1.2414	396.08	0.12622	3.2122e-05	0.049458	supercritical
613.0	219.0	191.92	0.0052105	659.63	773.74	2.3569	0.92234	1.2435	396.7	0.12518	3.2203e-05	0.049593	supercritical
613.0	222.25	194.7	0.0051361	659.09	773.24	2.3534	0.9227	1.2456	397.33	0.12414	3.2285e-05	0.04973	supercritical
613.0	225.5	197.48	0.0050639	658.55	772.74	2.3498	0.92305	1.2477	397.97	0.1231	3.2367e-05	0.049867	supercritical
613.0	228.75	200.25	0.0049938	658.01	772.24	2.3464	0.92341	1.2498	398.63	0.12206	3.245e-05	0.050006	supercritical
613.0	232.0	203.01	0.0049258	657.47	771.75	2.3429	0.92375	1.2519	399.29	0.12102	3.2534e-05	0.050145	supercritical
613.0	235.25	205.77	0.0048597	656.93	771.26	2.3395	0.9241	1.2539	399.95	0.11999	3.2619e-05	0.050285	supercritical
613.0	238.5	208.53	0.0047955	656.4	770.77	2.3362	0.92445	1.256	400.63	0.11896	3.2705e-05	0.050426	supercritical
613.0	241.75	211.27	0.0047332	655.86	770.29	2.3329	0.92479	1.258	401.32	0.11792	3.2791e-05	0.050568	supercritical
613.0	245.0	214.02	0.0046725	655.33	769.8	2.3296	0.92513	1.26	402.01	0.11689	3.2878e-05	0.050711	supercritical
613.0	248.25	216.75	0.0046136	654.8	769.33	2.3264	0.92546	1.262	402.72	0.11586	3.2966e-05	0.050854	supercritical
613.0	251.5	219.48	0.0045562	654.27	768.85	2.3231	0.9258	1.2639	403.43	0.11484	3.3054e-05	0.050999	supercritical
613.0	254.75	222.2	0.0045004	653.74	768.38	2.32	0.92613	1.2659	404.15	0.11381	3.3143e-05	0.051144	supercritical
613.0	258.0	224.92	0.004446	653.21	767.92	2.3168	0.92646	1.2678	404.88	0.11279	3.3233e-05	0.05129	supercritical
613.0	261.25	227.63	0.0043931	652.69	767.45	2.3138	0.92679	1.2697	405.62	0.11177	3.3324e-05	0.051437	supercritical
613.0	264.5	230.33	0.0043415	652.16	767.0	2.3107	0.92711	1.2716	406.37	0.11075	3.3415e-05	0.051585	supercritical
613.0	267.75	233.03	0.0042913	651.64	766.54	2.3077	0.92744	1.2735	407.12	0.10974	3.3507e-05	0.051733	supercritical
