Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
800.0	56.5	37.151	0.026917	867.11	1019.2	2.9641	0.98335	1.1894	430.46	0.084433	3.5436e-05	0.057906	vapor
800.0	59.75	39.271	0.025464	866.72	1018.9	2.953	0.98354	1.1906	430.84	0.083899	3.5466e-05	0.057982	vapor
800.0	63.0	41.39	0.024161	866.33	1018.5	2.9425	0.98374	1.1917	431.21	0.083368	3.5497e-05	0.058058	vapor
800.0	66.25	43.506	0.022985	865.94	1018.2	2.9326	0.98393	1.1929	431.6	0.082839	3.5528e-05	0.058133	vapor
800.0	69.5	45.62	0.02192	865.55	1017.9	2.9231	0.98412	1.194	431.98	0.082312	3.556e-05	0.058207	vapor
800.0	72.75	47.732	0.02095	865.17	1017.6	2.914	0.98432	1.1952	432.37	0.081788	3.5591e-05	0.05828	vapor
800.0	76.0	49.842	0.020063	864.78	1017.3	2.9052	0.98451	1.1963	432.77	0.081265	3.5623e-05	0.058353	vapor
800.0	76.0	49.842	0.020063	864.78	1017.3	2.9052	0.98451	1.1963	432.77	0.081265	3.5623e-05	0.058353	supercritical
800.0	76.0	49.842	0.020063	864.78	1017.3	2.9052	0.98451	1.1963	432.77	0.081265	3.5623e-05	0.058353	supercritical
800.0	79.25	51.949	0.01925	864.4	1016.9	2.8968	0.9847	1.1974	433.16	0.080745	3.5655e-05	0.058425	supercritical
800.0	82.5	54.055	0.0185	864.01	1016.6	2.8888	0.98489	1.1986	433.57	0.080227	3.5687e-05	0.058497	supercritical
800.0	85.75	56.157	0.017807	863.63	1016.3	2.881	0.98508	1.1997	433.97	0.07971	3.572e-05	0.058568	supercritical
800.0	89.0	58.258	0.017165	863.24	1016.0	2.8735	0.98527	1.2008	434.38	0.079196	3.5753e-05	0.058639	supercritical
800.0	92.25	60.356	0.016568	862.86	1015.7	2.8663	0.98546	1.202	434.79	0.078683	3.5786e-05	0.058709	supercritical
800.0	95.5	62.452	0.016012	862.48	1015.4	2.8593	0.98565	1.2031	435.21	0.078172	3.5819e-05	0.058779	supercritical
800.0	98.75	64.545	0.015493	862.1	1015.1	2.8525	0.98584	1.2042	435.63	0.077662	3.5852e-05	0.058849	supercritical
800.0	102.0	66.635	0.015007	861.72	1014.8	2.846	0.98603	1.2053	436.05	0.077154	3.5886e-05	0.058918	supercritical
800.0	105.25	68.724	0.014551	861.34	1014.5	2.8396	0.98622	1.2064	436.47	0.076648	3.592e-05	0.058987	supercritical
800.0	108.5	70.809	0.014122	860.96	1014.2	2.8334	0.98641	1.2075	436.9	0.076143	3.5954e-05	0.059055	supercritical
800.0	111.75	72.892	0.013719	860.58	1013.9	2.8273	0.98659	1.2086	437.34	0.07564	3.5989e-05	0.059123	supercritical
800.0	115.0	74.972	0.013338	860.21	1013.6	2.8215	0.98678	1.2097	437.78	0.075138	3.6024e-05	0.059192	supercritical
800.0	118.25	77.05	0.012979	859.83	1013.3	2.8158	0.98697	1.2108	438.22	0.074637	3.6059e-05	0.059259	supercritical
800.0	121.5	79.125	0.012638	859.45	1013.0	2.8102	0.98715	1.2119	438.66	0.074137	3.6094e-05	0.059327	supercritical
800.0	124.75	81.197	0.012316	859.08	1012.7	2.8048	0.98734	1.213	439.11	0.073639	3.613e-05	0.059395	supercritical
800.0	128.0	83.266	0.01201	858.7	1012.4	2.7995	0.98752	1.2141	439.56	0.073142	3.6166e-05	0.059462	supercritical
800.0	131.25	85.333	0.011719	858.33	1012.1	2.7943	0.9877	1.2152	440.01	0.072646	3.6202e-05	0.059529	supercritical
800.0	134.5	87.397	0.011442	857.96	1011.9	2.7892	0.98789	1.2162	440.47	0.072151	3.6239e-05	0.059596	supercritical
800.0	137.75	89.458	0.011178	857.59	1011.6	2.7843	0.98807	1.2173	440.94	0.071658	3.6275e-05	0.059664	supercritical
800.0	141.0	91.516	0.010927	857.21	1011.3	2.7794	0.98825	1.2184	441.4	0.071165	3.6312e-05	0.059731	supercritical
800.0	144.25	93.571	0.010687	856.84	1011.0	2.7747	0.98844	1.2195	441.87	0.070674	3.635e-05	0.059798	supercritical
800.0	147.5	95.623	0.010458	856.47	1010.7	2.77	0.98862	1.2205	442.34	0.070183	3.6387e-05	0.059865	supercritical
800.0	150.75	97.672	0.010238	856.11	1010.4	2.7655	0.9888	1.2216	442.82	0.069693	3.6425e-05	0.059932	supercritical
800.0	154.0	99.718	0.010028	855.74	1010.2	2.761	0.98898	1.2226	443.3	0.069205	3.6463e-05	0.06	supercritical
800.0	157.25	101.76	0.0098269	855.37	1009.9	2.7567	0.98916	1.2237	443.78	0.068717	3.6502e-05	0.060067	supercritical
800.0	160.5	103.8	0.0096338	855.0	1009.6	2.7524	0.98934	1.2247	444.27	0.06823	3.6541e-05	0.060134	supercritical
800.0	163.75	105.84	0.0094484	854.64	1009.4	2.7482	0.98952	1.2258	444.76	0.067744	3.658e-05	0.060202	supercritical
800.0	167.0	107.87	0.0092703	854.27	1009.1	2.744	0.9897	1.2268	445.25	0.067259	3.6619e-05	0.060269	supercritical
800.0	170.25	109.9	0.009099	853.91	1008.8	2.7399	0.98988	1.2278	445.75	0.066775	3.6659e-05	0.060337	supercritical
800.0	173.5	111.93	0.0089342	853.54	1008.6	2.736	0.99005	1.2288	446.25	0.066291	3.6699e-05	0.060405	supercritical
800.0	176.75	113.95	0.0087755	853.18	1008.3	2.732	0.99023	1.2299	446.76	0.065808	3.6739e-05	0.060473	supercritical
800.0	180.0	115.97	0.0086226	852.82	1008.0	2.7282	0.99041	1.2309	447.26	0.065327	3.678e-05	0.060542	supercritical
800.0	183.25	117.99	0.0084752	852.46	1007.8	2.7244	0.99058	1.2319	447.77	0.064845	3.6821e-05	0.06061	supercritical
800.0	186.5	120.01	0.0083329	852.1	1007.5	2.7206	0.99076	1.2329	448.29	0.064365	3.6862e-05	0.060679	supercritical
