Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
428.0	56.5	75.774	0.013197	524.24	598.81	2.2606	0.80503	1.1008	306.97	0.426	2.1925e-05	0.02981	vapor
428.0	59.75	80.512	0.012421	523.07	597.28	2.2473	0.80693	1.1103	306.54	0.42385	2.2009e-05	0.030009	vapor
428.0	63.0	85.292	0.011724	521.88	595.75	2.2346	0.80883	1.12	306.13	0.42163	2.2095e-05	0.030213	vapor
428.0	66.25	90.116	0.011097	520.69	594.21	2.2223	0.81073	1.1298	305.74	0.41933	2.2184e-05	0.030421	vapor
428.0	69.5	94.983	0.010528	519.5	592.67	2.2105	0.81263	1.1399	305.37	0.41696	2.2276e-05	0.030634	vapor
428.0	72.75	99.893	0.010011	518.29	591.12	2.1991	0.81453	1.1501	305.03	0.41451	2.2371e-05	0.030852	vapor
428.0	76.0	104.85	0.0095378	517.08	589.57	2.1881	0.81642	1.1604	304.71	0.41198	2.2469e-05	0.031075	vapor
428.0	76.0	104.85	0.0095378	517.08	589.57	2.1881	0.81642	1.1604	304.71	0.41198	2.2469e-05	0.031075	supercritical
428.0	76.0	104.85	0.0095378	517.08	589.57	2.1881	0.81642	1.1604	304.71	0.41198	2.2469e-05	0.031075	supercritical
428.0	79.25	109.84	0.0091039	515.87	588.01	2.1773	0.81832	1.1709	304.42	0.40937	2.2571e-05	0.031304	supercritical
428.0	82.5	114.88	0.0087045	514.64	586.45	2.1669	0.8202	1.1816	304.15	0.40668	2.2676e-05	0.031538	supercritical
428.0	85.75	119.97	0.0083357	513.41	584.89	2.1568	0.82209	1.1925	303.91	0.40391	2.2785e-05	0.031777	supercritical
428.0	89.0	125.09	0.0079942	512.18	583.32	2.147	0.82396	1.2034	303.7	0.40106	2.2897e-05	0.032022	supercritical
428.0	92.25	130.26	0.007677	510.93	581.75	2.1373	0.82583	1.2146	303.51	0.39812	2.3013e-05	0.032273	supercritical
