Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
397.0	56.5	84.29	0.011864	497.32	564.35	2.177	0.79242	1.1259	291.68	0.51301	2.0652e-05	0.027704	vapor
397.0	59.75	89.755	0.011141	495.9	562.47	2.1629	0.79514	1.1399	290.99	0.51037	2.075e-05	0.027951	vapor
397.0	63.0	95.295	0.010494	494.46	560.57	2.1492	0.79787	1.1543	290.32	0.50759	2.0853e-05	0.028207	vapor
397.0	66.25	100.91	0.0099097	493.01	558.66	2.1361	0.80061	1.169	289.68	0.50468	2.096e-05	0.028472	vapor
397.0	69.5	106.61	0.0093803	491.54	556.74	2.1233	0.80335	1.1842	289.07	0.50162	2.1072e-05	0.028745	vapor
397.0	72.75	112.38	0.0088985	490.06	554.8	2.111	0.8061	1.1999	288.49	0.49842	2.1189e-05	0.029027	vapor
397.0	76.0	118.23	0.008458	488.57	552.85	2.099	0.80885	1.2159	287.93	0.49507	2.1311e-05	0.029319	vapor
397.0	76.0	118.23	0.008458	488.57	552.85	2.099	0.80885	1.2159	287.93	0.49507	2.1311e-05	0.029319	supercritical
397.0	76.0	118.23	0.008458	488.57	552.85	2.099	0.80885	1.2159	287.93	0.49507	2.1311e-05	0.029319	supercritical
397.0	79.25	124.16	0.0080538	487.06	550.89	2.0873	0.8116	1.2323	287.41	0.49156	2.1439e-05	0.029621	supercritical
397.0	82.5	130.18	0.0076817	485.54	548.91	2.0759	0.81436	1.2492	286.93	0.48791	2.1572e-05	0.029933	supercritical
397.0	85.75	136.28	0.0073381	484.0	546.93	2.0647	0.81711	1.2664	286.48	0.48409	2.1711e-05	0.030255	supercritical
397.0	89.0	142.46	0.0070198	482.45	544.93	2.0538	0.81985	1.2841	286.06	0.48012	2.1856e-05	0.030588	supercritical
397.0	92.25	148.72	0.0067242	480.89	542.92	2.0431	0.82259	1.3022	285.69	0.47599	2.2008e-05	0.030932	supercritical
397.0	95.5	155.06	0.006449	479.31	540.9	2.0326	0.82532	1.3208	285.36	0.4717	2.2166e-05	0.031287	supercritical
397.0	98.75	161.49	0.0061923	477.72	538.87	2.0223	0.82803	1.3397	285.08	0.46725	2.233e-05	0.031654	supercritical
397.0	102.0	168.0	0.0059523	476.12	536.83	2.0122	0.83073	1.359	284.84	0.46264	2.2502e-05	0.032032	supercritical
397.0	105.25	174.6	0.0057275	474.5	534.78	2.0023	0.83341	1.3786	284.65	0.45787	2.2681e-05	0.032421	supercritical
397.0	108.5	181.27	0.0055166	472.87	532.73	1.9925	0.83607	1.3986	284.52	0.45294	2.2868e-05	0.032823	supercritical
397.0	111.75	188.03	0.0053183	471.23	530.67	1.9829	0.83871	1.419	284.43	0.44785	2.3062e-05	0.033237	supercritical
397.0	115.0	194.86	0.0051318	469.58	528.6	1.9734	0.84132	1.4396	284.41	0.4426	2.3264e-05	0.033663	supercritical
397.0	118.25	201.78	0.0049559	467.92	526.52	1.9641	0.8439	1.4606	284.44	0.43721	2.3475e-05	0.0341	supercritical
397.0	121.5	208.77	0.00479	466.25	524.45	1.9548	0.84644	1.4818	284.53	0.43166	2.3694e-05	0.03455	supercritical
397.0	124.75	215.83	0.0046332	464.57	522.37	1.9457	0.84895	1.5032	284.69	0.42598	2.3921e-05	0.035012	supercritical
397.0	128.0	222.97	0.0044849	462.88	520.28	1.9368	0.85142	1.5247	284.91	0.42015	2.4158e-05	0.035486	supercritical
397.0	131.25	230.17	0.0043446	461.18	518.2	1.9279	0.85384	1.5464	285.21	0.41419	2.4403e-05	0.035971	supercritical
397.0	134.5	237.44	0.0042116	459.48	516.12	1.9192	0.85621	1.5682	285.57	0.4081	2.4658e-05	0.036468	supercritical
397.0	137.75	244.77	0.0040855	457.77	514.04	1.9105	0.85854	1.59	286.01	0.40189	2.4921e-05	0.036975	supercritical
397.0	141.0	252.15	0.0039658	456.05	511.97	1.902	0.86081	1.6118	286.52	0.39556	2.5195e-05	0.037493	supercritical
397.0	144.25	259.59	0.0038522	454.33	509.9	1.8936	0.86302	1.6334	287.11	0.38913	2.5477e-05	0.038021	supercritical
397.0	147.5	267.08	0.0037442	452.61	507.84	1.8853	0.86517	1.655	287.78	0.3826	2.577e-05	0.038559	supercritical
397.0	150.75	274.6	0.0036416	450.89	505.78	1.8771	0.86726	1.6763	288.53	0.37599	2.6071e-05	0.039106	supercritical
397.0	154.0	282.17	0.003544	449.16	503.74	1.869	0.86929	1.6973	289.36	0.3693	2.6383e-05	0.039661	supercritical
